id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19971729,Beautiful/Spacious One Bedroom Close to Everything,14105025,Shalini,,Kitsilano,49.26349,-123.15764,Entire home/apt,36,30,3,2018-06-15,0.07,1,0
19981757,Spectacular modern 2 bedroom with stunning view !,15546774,Ali,,Downtown,49.28378,-123.11988,Entire home/apt,198,30,23,2020-03-31,0.51,2,90
19984705,Beautiful Loft in the heart of Gastown,15897416,Matthew,,Downtown Eastside,49.28389,-123.10265,Entire home/apt,219,5,118,2021-04-05,2.61,2,153
19986490,Stylish 2 Floor Loft - Downtown Vancouver,18425171,Daryl,,Downtown,49.28,-123.12305,Entire home/apt,400,2,10,2020-11-01,0.22,1,364
19995392,Cheerful + Bright City Home,112751244,Karin,,Riley Park,49.25421,-123.09876,Entire home/apt,450,3,9,2020-01-02,0.27,1,0
20002260,Garden Suite for large group,141955126,,,Oakridge,49.23272,-123.13075,Entire home/apt,200,2,8,2018-08-20,0.18,1,0
20040056,"Very Cozy, Very Home-like, near PNE",40840488,Maret,,Hastings-Sunrise,49.28483,-123.04634,Private room,38,5,5,2018-08-29,0.11,2,0
20052490,Yaletown 1 bedroom; best area centre to all,11423475,Gule,,Downtown,49.27818,-123.12152,Entire home/apt,250,31,1,2017-10-01,0.02,4,365
20073140,DROPLET teardrop trailer,9952040,Pascal,,West End,49.28435,-123.13874,Entire home/apt,102,2,24,2020-10-04,0.55,1,365
20088165,East Van Oasis,6939645,Lisa,,Grandview-Woodland,49.28097,-123.06788,Private room,41,4,81,2020-01-04,1.81,1,0
20090741,Gorgeous luxury 1 bedroom + den DOWNTOWN Vancouver,134758907,Vida,,Downtown,49.29373,-123.13452,Entire home/apt,76,30,2,2018-06-30,0.06,10,61
20092115,Cute  suite in heart of Commercial Dr.,135913219,Gwendal,,Grandview-Woodland,49.2681,-123.06925,Entire home/apt,89,3,6,2021-03-19,0.13,1,0
20093556,Vancouver Oasis,2729297,Mark,,Kensington-Cedar Cottage,49.24811,-123.0798,Entire home/apt,98,2,24,2019-10-14,0.55,1,333
20095858,New Urban Modern Main St Coach House Free Parking,47192202,Alan  Shirley Pinky,,Riley Park,49.24404,-123.10111,Entire home/apt,105,7,111,2021-03-05,2.47,1,80
20136427,"UBC Langara Emily Carr Student House, Room A",69139395,Lisa M,,Riley Park,49.23527,-123.09903,Private room,31,60,5,2020-09-30,0.12,5,179
20155636,Garden Level Two Bedroom Suite: Heart of Kitsilano,34694656,Mike,,Kitsilano,49.26702,-123.16867,Entire home/apt,200,2,94,2020-12-02,2.10,2,224
20157644,Entire Cozy Guest Suite near PNE close to downtown,15587158,Grace,,Hastings-Sunrise,49.28275,-123.04518,Entire home/apt,55,1,195,2021-03-05,4.44,1,22
20193944,Outstanding Location In Beautiful Kitsilano.,143796071,Dan,,West Point Grey,49.2699,-123.21403,Private room,157,31,15,2018-08-29,0.34,3,180
20198018,Near Downtown garden private rooms by skytrain,9393127,Heidi Carol,,South Cambie,49.25098,-123.11711,Private room,86,2,6,2017-10-01,0.13,1,0
20215396,2 Bdrm Garden Suite in the hub of popular Main St,14336814,Jo-Anne,,Riley Park,49.25407,-123.09567,Entire home/apt,143,1,137,2020-10-30,3.05,2,311
20234950,BRIGHT & MODERN family home in central Vancouver.,144165261,Ken,,Mount Pleasant,49.25852,-123.10447,Entire home/apt,400,2,1,2018-08-17,0.03,1,0
20234976,💯- Private room&bath;West End/Coal Harbour.,135746482,Zac,,West End,49.29292,-123.13608,Private room,157,2,8,2019-04-28,0.18,1,0
20235568,Yaletown / Downtown Vancouver Luxury Living (4),58766804,,,Downtown,49.27848,-123.12038,Entire home/apt,92,30,14,2021-03-05,0.32,2,79
20256716,SPA inspired Ensuite: Couple's Getaway Staycation,90158072,Tony & Annette,,Hastings-Sunrise,49.26316,-123.04757,Private room,100,1,47,2021-02-15,1.06,3,263
20270616,Convenient 1 Bedroom Suite in Central Vancouver,139762948,Jervis,,Sunset,49.22652,-123.09526,Private room,75,3,57,2021-04-10,1.27,3,106
20281557,Beautiful Stay in Luxury House (Prime location),131198723,Emily,,Dunbar Southlands,49.23739,-123.18361,Private room,128,1,9,2019-09-30,0.20,1,90
20282634,Garden Suite with Private Entrance and Bath,31908859,Sumeet,,Dunbar Southlands,49.25203,-123.18378,Entire home/apt,80,3,21,2019-07-14,0.48,1,0
20282977,PANORAMIC VIEW + BEST LOCATION 2BDR DOWNTOWN HOME,3960033,Mona,,Downtown,49.27882,-123.11099,Entire home/apt,335,6,113,2021-03-06,2.52,1,157
20283100,Ontario house on the bike path.......blue room,84106538,Tony,,Marpole,49.21444,-123.10697,Private room,98,2,21,2019-09-07,0.66,2,7
20284672,"Contemporary, Upscale, Chinatown Retreat",37712788,Fiona,,Downtown Eastside,49.27714,-123.09857,Entire home/apt,122,30,35,2021-04-01,0.80,1,277
20305245,Private Room w/Private Bathroom-Close to Transit,144832742,Rada,,Hastings-Sunrise,49.26312,-123.048,Private room,46,1,171,2021-04-08,3.83,1,46
20307736,Great place for you to stay in Vancouver.;),141248568,Julie,,Killarney,49.22338,-123.03558,Private room,44,1,45,2020-02-29,1.01,2,225
20320638,Vancouver Hastings Sunrise,64990633,Penny And Tomas,,Hastings-Sunrise,49.27532,-123.05067,Entire home/apt,80,7,47,2020-10-24,1.13,1,0
20359188,Spacious Kits Apartment,22063658,Dan,,Kitsilano,49.26463,-123.16143,Entire home/apt,100,2,7,2020-03-08,0.21,1,0
20361528,Spacious room with own private washroom,11824155,Elsa,,Renfrew-Collingwood,49.24156,-123.04932,Private room,60,2,93,2020-03-08,2.08,4,71
20366334,Own Private and Spacious Suite (main floor),11824155,Elsa,,Renfrew-Collingwood,49.24196,-123.04993,Private room,55,2,84,2020-02-16,1.88,4,0
20394031,1 Bedroom in Modern and Clean 3-bedroom Suite (1),5710465,Ken,,Grandview-Woodland,49.27379,-123.06237,Private room,33,60,2,2019-08-01,0.09,1,0
20394996,1 bdrm & shared bath in Central Van.,117119918,Kitty,,Kensington-Cedar Cottage,49.24141,-123.09008,Private room,24,30,3,2019-10-05,0.11,7,163
20408854,2 Superb Suite bedrooms in Kitsilano near beach.,143796071,Dan,,West Point Grey,49.26983,-123.213,Private room,160,31,20,2018-08-26,0.45,3,179
20410182,Master suite Vancouver Point Gray near the beach.,143796071,Dan,,West Point Grey,49.26776,-123.21419,Private room,140,31,18,2018-09-21,0.42,3,365
20413631,New Luxury 1 BR by Pacific Centre Mall & Robson St,145590288,Riley,,Downtown,49.28152,-123.11645,Entire home/apt,170,30,1,2017-10-19,0.02,1,71
20423000,"Classic modern luxurious 2 bedroom,2 bath,AC,view",145685120,Hans Herman,,Kensington-Cedar Cottage,49.25155,-123.0623,Entire home/apt,238,3,1,2019-04-29,0.04,1,70
20426077,Designer Suite - Heart of Gastown Location!,10097667,KiKi,,Downtown Eastside,49.28185,-123.10007,Entire home/apt,90,3,7,2019-10-07,0.16,1,0
20434400,Quiet Room & Bathroom Close to the Waterfront,80436,Marta,,Fairview,49.26571,-123.13241,Private room,96,1,23,2019-12-13,0.52,1,0
20436839,西班牙式高级防震套房连私人厕所只限女生（20分钟可达dt)，只限长阻6上,47080508,高文,,Hastings-Sunrise,49.27387,-123.05153,Private room,68,185,0,,,2,364
20441826,Cozy room in shared house in Kerrisdale,145890576,Andrew,,Kerrisdale,49.23128,-123.14061,Private room,30,3,1,2017-08-30,0.02,2,0
20443265,Budget Basement Suite - Downtown Core,326082,Brian,,West End,49.2833,-123.12769,Entire home/apt,65,2,200,2021-03-15,4.51,2,347
20457117,"The Heart of East Village, close to downtown.",8374,Miriam,,Grandview-Woodland,49.2802,-123.06112,Entire home/apt,200,2,21,2019-08-16,0.59,1,364
20473723,"Chef's Dream Relax Pad with laundry, patio & SAUNA",9562903,Reva,,Fairview,49.25915,-123.14504,Entire home/apt,283,1,2,2021-03-28,0.06,2,37
20478235,Large Luxury 2 Bedroom 2 bath Kitsilano Beach,130844016,Daryl,,Kitsilano,49.27032,-123.147,Entire home/apt,206,30,4,2021-03-01,0.11,1,193
20484308,Spacious Studio  Downtown Apartment w/Parking,89960506,Jay,,Downtown Eastside,49.28043,-123.10564,Entire home/apt,120,30,127,2020-05-19,2.88,1,7
20500488,"Downtown Penthouse at the ""Le Soleil"" hotel",146353109,Moe,,Downtown,49.28531,-123.11826,Entire home/apt,200,1,21,2019-10-26,0.47,1,48
20504139,Vancouver West Side Villa,9296535,Lucienne,,Arbutus Ridge,49.25147,-123.16079,Entire home/apt,389,3,18,2020-02-27,0.52,1,0
20506575,Bedroom in cozy 2br suite in East Van!,55726390,Shelby,,Grandview-Woodland,49.27668,-123.06058,Private room,46,1,1,2018-02-27,0.03,1,0
20536417,2 level designer loft in Gastown heritage building,5293283,Noah,,Downtown Eastside,49.28261,-123.1029,Entire home/apt,300,7,48,2021-02-15,1.10,1,132
20541307,Gorgeous loft-style apt by Kits Beach & W4th,13716547,Grace,,Kitsilano,49.26769,-123.16714,Entire home/apt,190,3,13,2018-09-13,0.30,1,0
20555247,Luxury House for the Price of Apartment,129667696,Igor,,Hastings-Sunrise,49.26697,-123.04348,Entire home/apt,107,3,247,2021-03-03,5.89,1,192
20559146,Cozy Bedroom near Skytrain,33057368,Thi Minh Hien,,Renfrew-Collingwood,49.24871,-123.05501,Private room,46,1,354,2021-04-01,8.02,1,6
20563115,Newly renovated 1 Bedroom guest suite,20951756,Jaycie,,Killarney,49.22267,-123.03604,Entire home/apt,65,3,5,2020-12-13,0.11,1,363
20601176,Loft in Yaletown,105984158,Mo,,Downtown,49.28003,-123.12294,Entire home/apt,135,1,19,2018-09-24,0.44,2,346
20634127,Gem in the West End,11886329,Jennifer,,West End,49.284,-123.1336,Entire home/apt,2100,30,11,2018-08-26,0.25,1,0
20642417,"Queen bed, Yaletown tops all neighborhoods",11423475,Gule,,Downtown,49.27636,-123.11982,Private room,55,30,26,2018-09-30,0.59,4,365
20692262,"Bright, spacious west end apartment",5960474,Kerry,,West End,49.28522,-123.13511,Entire home/apt,150,2,5,2019-06-16,0.11,1,0
20698187,15 min away from Downtown,17872558,David,,Marpole,49.21424,-123.11441,Private room,49,3,40,2021-04-01,0.92,4,0
20698278,Close to Downtown / Restaurants 方便,17872558,David,,Marpole,49.2127,-123.11602,Private room,55,3,51,2021-04-09,1.17,4,90
20699158,Vancouver best location 3mins walk to Skytrain 3,137398000,Li,,Oakridge,49.22845,-123.11504,Private room,70,360,186,2020-03-08,4.26,2,180
20726603,Private rooftop patio w/mountain view *RENOVATED*,83864178,Ryan,,Mount Pleasant,49.26267,-123.08365,Shared room,99,70,5,2018-07-27,0.12,1,83
20726949,★IDEAL 5 room Vancouver HOUSE. Best Dtown Location,148424292,Lorraine,,Downtown,49.28264,-123.11427,Entire home/apt,980,2,21,2020-03-08,0.53,2,0
20730379,Location & Convenience Downtown Experience,20590498,Simone,,West End,49.27957,-123.13028,Entire home/apt,70,30,47,2021-01-02,1.07,1,32
20747426,COZY Private ROOM ★Historic House★ Vancouver Dtown,83985711,Vivi,,Downtown,49.28264,-123.11427,Private room,100,1,37,2020-02-22,0.93,2,13
20760489,Spacious Luxury Loft + Big Patio: Views + Parking,148703728,Rose,,Mount Pleasant,49.26451,-123.10783,Entire home/apt,299,30,97,2020-06-06,2.21,1,269
20762078,Private Twin Room. Vancouver Downtown Heart!,83985711,Vivi,,Downtown,49.28264,-123.11427,Private room,92,1,21,2020-02-18,0.48,2,44
20764297,Clean Private 2BR Suite-5 mins walk to Everything,81160903,Long,,Kensington-Cedar Cottage,49.24551,-123.08933,Entire home/apt,69,2,113,2020-03-17,2.58,2,271
20773659,Bedroom and privat Bathroom (shared Apartment),52067199,David,,Downtown,49.27929,-123.10709,Private room,66,1,275,2021-03-20,6.28,1,0
20798979,Cozy Comfortable Basement Suite,149112621,Janie-Joey-Warren,,Renfrew-Collingwood,49.24188,-123.05401,Entire home/apt,71,2,159,2021-04-01,3.72,1,108
20799287,Beautiful character home steps from the Drive,149114791,Pauline,,Grandview-Woodland,49.26985,-123.06766,Private room,75,1,76,2020-09-10,1.81,1,0
20848320,Cozy on the Drive,73862675,Christine,,Kensington-Cedar Cottage,49.26038,-123.07115,Entire home/apt,80,4,43,2021-04-12,1.01,1,148
20856734,"Charming, self contained studio suite near UBC.",44135073,Mary,,West Point Grey,49.25959,-123.18791,Entire home/apt,99,3,29,2021-04-04,1.24,1,60
20861480,Main Street Loft,32494925,Diana,,Mount Pleasant,49.26616,-123.09891,Entire home/apt,200,30,2,2019-07-31,0.05,1,179
20863494,Private Suite in Vancouver-Central breakfast incld,149758675,Roshika,,Hastings-Sunrise,49.26777,-123.03869,Entire home/apt,89,1,119,2021-04-07,2.73,1,180
20864984,Vancouver best location 3mins walk to Skytrain 2,137398000,Li,,Oakridge,49.22671,-123.11416,Private room,60,360,132,2020-01-31,3.07,2,180
20876469,Modern Yaletown 1 bedroom with large sunny patio.,102693540,Pieter,,Downtown,49.27788,-123.12107,Entire home/apt,92,60,1,2019-09-15,0.05,2,0
20887111,Clean and comfortable suite. Free parking,68340002,Carol,,Victoria-Fraserview,49.2271,-123.05468,Entire home/apt,98,2,32,2020-08-19,0.74,1,0
20887745,Private Spacious Guest Suite,69457929,Lida,,Arbutus Ridge,49.23973,-123.16704,Private room,169,2,80,2020-09-02,1.85,1,90
20900425,Cozy 3 bdrm on Commercial Drive of Vancouver,96251217,Zoey,,Grandview-Woodland,49.27568,-123.06916,Entire home/apt,206,3,117,2020-03-08,2.70,1,0
20903006,Super Central 2 Bdrm Oasis,504609,Mark,,Mount Pleasant,49.26073,-123.1072,Entire home/apt,150,31,9,2018-12-25,0.21,3,12
20913466,Spacious One Bedroom Suite,150183780,Mike,,Grandview-Woodland,49.28111,-123.05747,Entire home/apt,70,30,85,2021-01-09,1.97,1,9
20913864,Beautiful 1 bdr/bath w/balcony Downtown Vancouver!,150296688,Gurjind,,Downtown,49.27897,-123.12625,Entire home/apt,80,31,9,2020-08-31,0.24,1,244
20980500,Fairview Townhouse w Priv Rooftop (Min 30 days),4292086,Anne,,Fairview,49.26339,-123.12186,Entire home/apt,304,30,26,2020-12-03,0.60,14,286
20982614,"Stylish, Bright + View in the Heart of Mt Pleasant",25617728,Mike,,Mount Pleasant,49.26564,-123.10106,Entire home/apt,125,30,15,2018-08-19,0.35,1,0
20997043,Chinatown Penthouse,7151163,Tim,,Downtown Eastside,49.2792,-123.09849,Entire home/apt,225,2,16,2021-03-27,0.37,1,341
21011527,Welcome to our 1 bedroom private garden oasis.,57397702,Jean-Paul & Susan,,Grandview-Woodland,49.2728,-123.07355,Entire home/apt,125,2,52,2019-08-25,1.21,1,0
21030772,Beautifully furnished 2 Bdr apt-Downtown Vancouver,23680543,Lilly,,Downtown,49.28002,-123.11053,Entire home/apt,109,30,4,2019-11-01,0.10,1,38
21040777,Sweet Suite- Small but has it all,126002388,Melanie,,Kensington-Cedar Cottage,49.24788,-123.08138,Entire home/apt,100,1,87,2020-07-29,2.02,2,0
21066390,Charming PRIVATE ROOM in VANCOUVER downtown!,148424292,Lorraine,,Downtown,49.28264,-123.11427,Private room,92,1,48,2020-03-01,1.11,2,39
21082277,Cozy room in Kits,150857641,Robert,,Kitsilano,49.27215,-123.17969,Private room,60,1,167,2020-03-08,3.88,2,0
21097026,"COZY CHARACTER 1BR near, seawall & skytrain",21398907,Hilary,,Fairview,49.26431,-123.12104,Entire home/apt,95,5,8,2020-03-10,0.19,1,0
21100013,B1 - Stylish High Rise Condo with Skyline Views,21783759,Viviena,,Downtown,49.27609,-123.12527,Entire home/apt,135,30,8,2020-10-31,0.20,7,245
21112252,Modern & Bright West Broadway & Oak 1 Bedroom Unit,139891966,,,Fairview,49.26027,-123.1263,Entire home/apt,85,30,9,2021-01-24,0.21,29,245
21112891,Luxurious Bright  Queen Bed  Private Bath Q E Park,56003889,Taressa,,Riley Park,49.23654,-123.10156,Private room,117,1,7,2019-03-15,0.23,2,0
21125625,Designer + Centric + 3 Beds + Gym,152380103,Lana,,Downtown,49.28402,-123.11612,Entire home/apt,150,90,1,2019-10-15,0.05,1,180
21128612,Hummingbird Haven - Vancouver 2bed Retreat!,3888233,Hamish,,Riley Park,49.25089,-123.09095,Entire home/apt,223,2,9,2019-10-02,0.43,1,200
21140065,"Chic Beach Ave 2 bed, 2 bath & POOL!",7074827,Leanne,,Downtown,49.27524,-123.13415,Entire home/apt,196,30,43,2020-07-20,1.06,5,356
21140112,NEW! Chinatown Two Bed Oasis w Private Terrace,4292086,Anne,,Downtown Eastside,49.28149,-123.09971,Entire home/apt,106,30,34,2021-01-17,0.80,14,317
21142387,Location!!! Quiet Studio Vancouver! Sunset Beach!,2676593,Monique,,West End,49.27811,-123.13095,Entire home/apt,100,30,4,2020-02-23,0.09,1,38
21150832,SW View Downtown across from Granville Island,152613505,Stephanie,,Downtown,49.27461,-123.13082,Private room,160,90,0,,,1,0
21163623,Private Cottage in Downtown Central,326082,Brian,,West End,49.2833,-123.12769,Entire home/apt,148,2,101,2021-04-03,2.43,2,357
21188818,Cozy & Spacious Furnished 1 Bedroom Across VGH,139891966,,,Fairview,49.26024,-123.12837,Entire home/apt,100,30,10,2020-11-27,0.24,29,217
21192654,Cozy Bachelor,153057911,Hannah,,Killarney,49.22985,-123.04255,Private room,50,2,66,2021-02-14,1.55,1,313
21215931,East Van Family Pad,58943216,Liane,,Grandview-Woodland,49.26968,-123.06175,Entire home/apt,259,3,3,2018-08-27,0.07,1,0
21239164,"Panoramic Ocean Views, Stellar Location",24909209,Naamah,,West End,49.27713,-123.13408,Private room,89,2,18,2019-11-28,0.43,2,0
21250212,Characteristic Loft in Downtown w Parking,19748213,Charlie,,Downtown Eastside,49.28186,-123.10567,Entire home/apt,100,30,169,2021-02-05,4.03,5,0
21264147,Coziest & Ultra Cleanest Condo in Kitsilano,4919585,Evn,,Kitsilano,49.26489,-123.15048,Entire home/apt,165,2,160,2021-04-03,3.92,1,201
21276385,Amazing Downtown Location / 2 bedroom / View!,32700379,Sho,,West End,49.28744,-123.12688,Entire home/apt,275,30,51,2021-01-14,1.24,1,147
21281197,"NEW Main St suite - Deluxe Hotel Style, Local Vibe",153965000,Jeri,,Sunset,49.23138,-123.10445,Entire home/apt,99,2,147,2021-04-11,3.51,1,64
21298863,Riley Park Coach House in Central Vancouver,154132476,Randy,,Riley Park,49.25331,-123.11395,Entire home/apt,120,30,54,2020-09-30,1.28,1,194
21344002,Modern Condo in Central Vancouver,129023355,Lana,,Riley Park,49.24988,-123.1038,Entire home/apt,125,30,1,2017-11-30,0.02,1,0
21356520,Private and spacious  room in upper floor,11824155,Elsa,,Renfrew-Collingwood,49.23965,-123.04831,Private room,50,2,47,2020-02-16,1.39,4,88
21363777,The Sherbrooke Laneway,154407807,Patsy,,Sunset,49.2326,-123.08251,Entire home/apt,89,30,9,2021-03-29,0.23,1,254
21391849,A Home Away from Home: Private Suite w/ Kitchen,2791495,Sarah & Tom,,Renfrew-Collingwood,49.23937,-123.04057,Entire home/apt,80,28,111,2020-03-16,2.73,1,0
21397337,Lovely and Light Gastown Loft. Views! Parking!,2853936,Cj,,Downtown Eastside,49.28329,-123.09708,Entire home/apt,145,31,7,2018-06-02,0.17,1,0
21408903,VanKitsHome,155122334,Ona,,Kitsilano,49.26099,-123.17281,Entire home/apt,150,2,81,2020-02-16,1.97,1,40
21409855,Downtown/Stunning views/Great Location/Parking,70047708,Lorena,,Downtown,49.27906,-123.1088,Entire home/apt,255,30,119,2021-01-23,2.97,1,273
21411021,Two Bedrooms Right Downtown - Great Renovations,70722023,Michael,,Downtown,49.27968,-123.12604,Hotel room,45,2,0,,,1,0
21412609,Special! Large Lux 2Br Own Patio Nr DT近市中心精品2室自带花园,129656102,Dena,,Shaughnessy,49.2466,-123.13585,Private room,198,2,34,2019-08-11,0.83,1,36
21435333,D35 - modern 1 bedroom,30899,Rami,,Downtown,49.27969,-123.12319,Entire home/apt,84,30,1,2020-04-05,0.08,40,314
21455497,✩Seaside Kitsilano ✩Walk everywhere,60656382,Ariane,,Kitsilano,49.26993,-123.16528,Entire home/apt,217,7,96,2020-04-29,2.40,1,0
21462888,"PNW Suite-Stanley Park, secure parking, dogs :)",7672375,Laine,,Downtown,49.2935,-123.13451,Entire home/apt,200,2,91,2020-03-08,2.19,1,0
21478209,Yaletown - Upscale chic and spacious sub-Penthouse,7074827,Leanne,,Downtown,49.27297,-123.12575,Entire home/apt,275,30,2,2021-01-18,0.13,5,60
21486270,Luxurious Shaughnessy 4 Bedroom Mansion,156071690,Long,,Shaughnessy,49.24711,-123.1417,Entire home/apt,320,2,36,2019-08-04,0.92,1,0
21487129,Beautiful New Family home located in heart of Kits,26902566,Dean,,Kitsilano,49.26635,-123.16716,Entire home/apt,808,5,17,2021-03-27,0.51,1,144
21527208,Spacious South Granville Modern & Bright 2 Bedroom,139891966,,,Fairview,49.25976,-123.12793,Entire home/apt,110,30,11,2020-10-02,0.27,29,154
21532511,Yaletown Downtown Chic Home❤️AIRBNB PLUS+Parking,156505092,Jess,,Downtown,49.27836,-123.12485,Entire home/apt,151,2,51,2021-03-31,1.21,2,252
21536629,New condo w/ private rooftop deck in Mount Plesant,1339708,Ryan,,Strathcona,49.26845,-123.09534,Entire home/apt,225,30,0,,,2,131
21549657,Modern/Cozy/Secure Parking and Pet friendly condo!,37417167,Bez,,Downtown,49.27817,-123.10875,Entire home/apt,178,2,148,2021-03-26,3.62,1,94
21550757,Modern Chic Downtown in the heart of Vancouver,97676878,Ajay,,Downtown,49.27754,-123.11257,Entire home/apt,150,30,1,2018-09-02,0.03,1,178
21564437,Location Location Modern Central Walk Score 99,156808817,Persia,,West End,49.28407,-123.12277,Entire home/apt,224,1,229,2021-03-28,5.56,2,77
21565925,LUXURY MOUNTAIN VIEW 2BR House in Kitsilano!,70945749,Andre,,Kitsilano,49.26985,-123.15506,Entire home/apt,549,2,111,2020-03-12,2.66,1,0
21566374,Spectacular Executive Chinatown Penthouse!,156698374,Marco,,Downtown Eastside,49.28,-123.09918,Entire home/apt,206,30,1,2019-04-21,0.04,4,175
21567998,Bright 2 Bedroom Modern Home,156836978,Carol,,Riley Park,49.24513,-123.10495,Entire home/apt,171,3,107,2021-04-07,2.60,1,177
21569274,Nelson House-Room 1,66327125,Liduo,,West End,49.287,-123.13204,Private room,100,3,81,2020-03-09,2.32,3,68
21572807,Beach crescent,156698374,Marco,,Downtown,49.27376,-123.1284,Entire home/apt,164,31,0,,,4,179
21577211,1 Bedroom Suite w/ private entry. Hastings/Sunrise,77383974,Myriam,,Grandview-Woodland,49.28254,-123.06454,Entire home/apt,70,2,209,2021-04-06,5.11,1,348
21581560,Trendy Downtown Condo with 2 Beds and Parking (E3),23977001,Emma,,Downtown,49.28212,-123.12293,Entire home/apt,140,30,17,2020-07-01,0.44,12,211
21606719,Stanley Park Cozy 1 bedroom,11852508,Sam,,West End,49.29212,-123.13438,Entire home/apt,79,30,14,2018-08-25,0.33,1,0
21607882,Private Lane House. 1 bedroom  550sq.ft,46405002,Yitzchok,,Oakridge,49.22584,-123.13769,Entire home/apt,139,2,64,2021-02-28,1.60,1,227
21621989,Charming Condo – Heart of Downtown Vancouver,157188372,Pedram,,West End,49.28412,-123.12396,Entire home/apt,119,2,116,2021-03-21,2.80,1,167
21627553,Gorgeous downtown suite (+Solarium) - Ocean View,23497776,Pooya,,Downtown,49.27976,-123.11119,Entire home/apt,170,30,3,2018-11-04,0.09,1,0
21632861,Vancouver  Irie Vybz,157402267,Azibo,,Hastings-Sunrise,49.28157,-123.02788,Private room,45,3,64,2021-02-20,1.83,1,89
21643708,Water View 1-BD - 1 Office in Downtown,60406491,Sara,,West End,49.28603,-123.12555,Entire home/apt,94,30,1,2019-04-12,0.04,1,226
21666600,The newest cozy apartment in heart of Vancouver!,157705019,Frantz,,Kensington-Cedar Cottage,49.25446,-123.08276,Entire home/apt,51,2,161,2021-04-05,3.87,1,215
